,url,location,bed,bath,area,price
1776,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-di-kebayoran-harmony-bintaro-lt-72-m2-1-oleh-nia-utania-21820277,"Kebayoran Harmony, Bintaro, Tangerang Selatan, Banten",3.0,3.0,80 m²,"2,3 M"
14510,https://www.rumah.com/listing-properti/dijual-layton-at-nava-park-bsd-city-oleh-edith-21322260,"BSD City Lengkong Kulon, Kec. Pagedangan, BSD, Tangerang Selatan, Banten",6.0,6.0,375 m²,16 M
13275,https://www.rumah.com/listing-properti/dijual-new-trimezia-trimezia-village-arcadia-virginia-british-gading-serpong-oleh-may-21523977,"Gading Serpong, Tangerang Selatan, Banten",3.0,,180 m²,"3,5 M"
2215,https://www.rumah.com/listing-properti/dijual-rumah-2lt-600-jt-an-oleh-alvina-21778941,"Jln kebon kopi pengasinan, Serpong, Tangerang Selatan, Banten",3.0,3.0,66 m²,600 jt
8650,https://www.rumah.com/listing-properti/dijual-new-amarillo-rumah-full-furnished-paling-murah-oleh-richard-allan-21558109,"Jalan Amarillo Village Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",2.0,2.0,63 m²,"1,5875 M"
15535,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-di-casa-palma-bintaro-oleh-heny-risakotta-20649626,"Bintaro, Bintaro, Tangerang Selatan, Banten",3.0,2.0,91 m²,"1,45 M"
22579,https://www.rumah.com/listing-properti/dijual-dijual-cepat-dan-murah-di-dalam-cluster-di-bintaro-tangerang-selatan-oleh-rey-20874418,"Bintaro, Tangerang Selatan, Banten",2.0,1.0,56 m²,"1,175 M"
23455,https://www.rumah.com/listing-properti/dijual-bintaro-tangerang-selatan-oleh-meliana-21648211,"Graha Raya Bintaro, Bintaro, Tangerang Selatan, Banten",5.0,4.0,250 m²,"2,75 M"
2288,https://www.rumah.com/listing-properti/dijual-di-riverpark-oleh-dwi-sidharta-21306545,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,250 m²,"5,8 M"
9749,https://www.rumah.com/listing-properti/dijual-dijual-rumah-menteng-village-gading-serpong-oleh-richard-allan-20370833,"Jalan Illago Boulevard Gading Serpong, BSD, Tangerang Selatan, Banten",4.0,4.0,217 m²,"4,9988 M"
25392,https://www.rumah.com/listing-properti/dijual-rumah-3-lantai-siap-huni-di-cirendeu-tangerang-selatan-oleh-ayu-21335126,"Jl. Gelagah, Serpong, Tangerang Selatan, Banten",3.0,3.0,106 m²,"1,85 M"
1213,https://www.rumah.com/listing-properti/dijual-golden-park-bsd-rumah-brand-new-oleh-cahyani-kurniawati-21685912,"Golden Park BSD Serpong, BSD, Tangerang Selatan, Banten",4.0,4.0,120 m²,"1,98 M"
6092,https://www.rumah.com/listing-properti/dijual-rumah-dijual-dua-lantai-dekat-toll-oleh-erna-21677557,"Jl.kebon kopi pengasinan gunung Sindur, Serpong Utara, Tangerang Selatan, Banten",3.0,3.0,66 m²,650 jt
3994,https://www.rumah.com/listing-properti/dijual-jual-rumah-cantik-minimalis-di-cluster-delatinos-serpong-tangerang-selatan-oleh-sandy-21810571,"Rawa Buntu, Serpong, Tangerang Selatan, Serpong, Tangerang Selatan, Banten",5.0,3.0,278 m²,"3,5 M"
27602,https://www.rumah.com/listing-properti/dijual-cluster-pamulang-minimalis-oleh-kurniawan-21601072,"Jl Srikandi, Pamulang, Tangerang Selatan, Banten",2.0,1.0,45 m²,550 jt
9097,https://www.rumah.com/listing-properti/dijual-serpong-lagoon-setu-tangerang-selatan-oleh-euisnovi-21787284,"Setu, Tangerang Selatan, Banten",3.0,2.0,73 m²,855 jt
6372,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-bintaro-jaya-sektor-9-oleh-tiur-20113466,"Bintaro, Tangerang Selatan, Banten",6.0,4.0,300 m²,"5,5 M"
13022,https://www.rumah.com/listing-properti/dijual-bintaro-oleh-novita-21719705,"Mandar, Bintaro, Tangerang Selatan, Banten",4.0,3.0,350 m²,"7,4 M"
10046,https://www.rumah.com/listing-properti/dijual-rumah-murah-gading-serpong-dp-0-oleh-imannudin-20276403,"Gading Serpong, Tangerang Selatan, Banten",2.0,2.0,70 m²,880 jt
20121,https://www.rumah.com/listing-properti/dijual-cikini-bintaro-oleh-ika-indayanti-21683263,"Bintaro, Tangerang Selatan, Banten",6.0,4.0,400 m²,"6,7 M"
2547,https://www.rumah.com/listing-properti/dijual-rumah-murah-bukit-nusa-indah-ciputat-yo-oleh-karina-21817117,"Bukit Nusa Indah Ciputat, Ciputat, Tangerang Selatan, Banten",5.0,2.0,150 m²,"1,45 M"
4289,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-deplu-pondok-aren-tangerang-selatan-oleh-meily-21796464,"Pondok Karya, Pondok Aren, Pondok Aren, Tangerang Selatan, Banten",4.0,3.0,180 m²,"1,5 M"
29138,https://www.rumah.com/listing-properti/dijual-puri-bintaro-2-lantai-siap-huni-10213-oleh-tri-armawan-21585076,"Bintaro, Tangerang Selatan, Banten",3.0,3.0,90 m²,"2,3 M"
28836,https://www.rumah.com/listing-properti/dijual-bintaro-sekt-9-oleh-michelle-18894122,"Bintaro, Tangerang Selatan, Banten",5.0,5.0,600 m²,"16,5 M"
19547,https://www.rumah.com/listing-properti/dijual-dijamin-betah-rumah-super-hits-di-discovery-cielo-bintaro-8938-sc-oleh-fanta-r-tan-21061212,"Discovery Cielo Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",4.0,3.0,120 m²,"3,5 M"
14357,https://www.rumah.com/listing-properti/dijual-emerald-view-bintaro-jaya-oleh-wanwan-21211689,"Parigi, Pondok Aren, South Tangerang City, Bintaro, Tangerang Selatan, Banten",4.0,4.0,129 m²,"4,2 M"
733,https://www.rumah.com/listing-properti/dijual-daftar-rumah-dijual-enchante-the-zora-navapark-hiera-tanakayu-bsd-siap-kpr-oleh-sri-rejeki-dwd-sh-se-mm-21823422,"Bumi Botanika Utara Lengkong Pagedangan Tangerang, BSD, Tangerang Selatan, Banten",5.0,4.0,480 m²,"16,767 M"
7089,https://www.rumah.com/listing-properti/dijual-rumah-2lt-di-south-city-pondok-cabe-oleh-thesi-hr-21792493,"Jl. Raya Southcity Timur, Pamulang, Tangerang Selatan, Banten",4.0,3.0,300 m²,"5,8 M"
22603,https://www.rumah.com/listing-properti/dijual-perumahan-taman-rempoa-indah-oleh-parid-sr-21152393,"Ciputat Timur, Tangerang Selatan, Banten",3.0,3.0,300 m²,3 M
19818,https://www.rumah.com/listing-properti/dijual-rumah-dijual-hunian-asri-di-cluster-dekat-lottemart-bintaro-jaya-oleh-rina-yulianita-19140391,"Bintaro, Tangerang Selatan, Banten",5.0,3.0,320 m²,"4,65 M"
6029,https://www.rumah.com/listing-properti/dijual-rumah-cantik-siap-huni-emerald-bintaro-jaya-sektor-9-oleh-dina-21805265,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,300 m²,"5,5 M"
1600,https://www.rumah.com/listing-properti/dijual-bintaro-sektor-9-oleh-irwan-21732511,"Bintaro, Tangerang Selatan, Banten",4.0,4.0,96 m²,"1,95 M"
389,https://www.rumah.com/listing-properti/dijual-the-patio-premiere-bsd-oleh-hairul-huda-16838503,"Ciater BSD Tangerang Selatan Banten, BSD, Tangerang Selatan, Banten",4.0,3.0,100 m²,"1,67 M"
28941,https://www.rumah.com/listing-properti/dijual-rumah-mewah-dengan-halaman-yang-luas-one-gate-system-di-lokasi-strategis-bintaro-9-oleh-ika-nurida-harmastuti-18808610,"Kucica Bintaro 9, Bintaro, Tangerang Selatan, Banten",5.0,5.0,900 m²,18 M
24028,https://www.rumah.com/listing-properti/dijual-jual-rumah-cantik-homey-di-kawasan-bsd-oleh-yanti-21575406,"jln. garuda kencana, BSD, Tangerang Selatan, Banten",4.0,3.0,234 m²,"3,3 M"
1002,https://www.rumah.com/listing-properti/dijual-serpong-green-park-oleh-shary-21279461,"Jl. Palapa Sarua, Ciputat, Ciputat, Tangerang Selatan, Banten",3.0,2.0,125 m²,"1,29 M"
3243,https://www.rumah.com/listing-properti/dijual-dijual-rumah-hook-di-cluster-foglio-kawasan-foresta-bsd-city-oleh-ronald-20699834,"BSD, Tangerang Selatan, Banten",4.0,4.0,290 m²,"5,95 M"
16367,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cluster-sutera-palmyra-alam-sutera-rapi-ready-siap-huni-5-menit-ke-mall-oleh-dadih-yo-21720272,"Cluster Sutera Palmyra Alam Sutera, Alam Sutera, Tangerang Selatan, Banten",3.0,3.0,183 m²,"4,5 M"
11766,https://www.rumah.com/listing-properti/dijual-hunian-2-lantai-600-jutaan-di-kawasan-strategis-bintaro-oleh-tria-ananda-21759478,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,55 m²,"600,000088 jt"
22999,https://www.rumah.com/listing-properti/dijual-rumah-di-hook-di-kebayoran-village-bintaro-oleh-aji-wibowo-18857970,"Bintaro, Tangerang Selatan, Banten",4.0,4.0,344 m²,"3,5 M"
2825,https://www.rumah.com/listing-properti/dijual-casa-de-ramos-pondok-cabe-pamulang-banten-oleh-lukman-hakim-19838348,"Jalan Raya Pondok Cabe Pamulang, Pamulang, Tangerang Selatan, Banten",4.0,3.0,120 m²,"2,32495 M"
17121,https://www.rumah.com/listing-properti/dijual-bohemia-gading-serpong-oleh-deasy-bunga-21553592,"Gading Serpong, Tangerang Selatan, Banten",4.0,4.0,110 m²,"2,25 M"
7092,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-harga-investor-di-gading-serpong-ukuran-286mtr-oleh-vicka-sugianto-21792551,"Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",5.0,4.0,203 m²,6 M
2978,https://www.rumah.com/listing-properti/dijual-rumah-dijual-2-lantai-di-serpong-siap-huni-lokasi-strategis-oleh-pratama-alamsyah-21750165,"Serpong, Tangerang Selatan, Banten",3.0,2.0,70 m²,980 jt
14113,https://www.rumah.com/listing-properti/dijual-rumah-1-juta-all-in-oleh-agus-21501550,"Jalan raya amd, Serpong, Tangerang Selatan, Banten",3.0,1.0,55 m²,400 jt
208,https://www.rumah.com/listing-properti/dijual-rumah-tanah-luas-di-puspita-loka-bsd-dekat-sekolah-al-azhar-ursula-harganego-oleh-christin-21815397,"Sekolah Al Azhar BSD, Bintaro, Tangerang Selatan, Banten",6.0,4.0,240 m²,"5,5 M"
10792,https://www.rumah.com/listing-properti/dijual-cluster-jadeite-bsd-oleh-anastasia-19437963,"Jl Jadeite, BSD, Tangerang Selatan, Banten",3.0,2.0,180 m²,"5,35 M"
20775,https://www.rumah.com/listing-properti/dijual-rumah-mewah-fresco-virginia-rumah-murah-di-gading-serpong-luas-41m-oleh-gaspro-21676748,"Virginia Village, Serpong Utara, Tangerang Selatan, Banten",2.0,1.0,41 m²,800 jt
18645,https://www.rumah.com/listing-properti/dijual-dijual-rumah-de-park-bsd-city-oleh-melissa-juwono-21534140,"De Park BSD City, BSD, Tangerang Selatan, Banten",4.0,4.0,500 m²,24 M
21185,https://www.rumah.com/listing-properti/dijual-rumah-murah-baru-di-golden-park-2-serpong-tangsel-oleh-mita-21672746,"Serpong, Tangerang Selatan, Serpong, Tangerang Selatan, Banten",3.0,2.0,61 m²,900 jt
17480,https://www.rumah.com/listing-properti/dijual-fresco-gadong-serpong-oleh-chynthia-susanto-21640603,"Gading Serpong, Tangerang Selatan, Banten",2.0,2.0,41 m²,800 jt
2684,https://www.rumah.com/listing-properti/dijual-discovery-bintaro-oleh-irwan-21730105,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,138 m²,"3,1 M"
28063,https://www.rumah.com/listing-properti/dijual-rumah-di-cluster-allya-residence-graha-raya-tangerang-selatan-oleh-maria-hanny-21116231,"Jl. Raya Fani Afandi, Pondok Jagung, Bintaro, Tangerang Selatan, Banten",2.0,1.0,39 m²,575 jt
15624,https://www.rumah.com/listing-properti/dijual-rumah-dijual-siap-huni-alicante-paramount-gading-serpong-oleh-yohanes-santoso-21726661,"Gading Serpong, Tangerang Selatan, Banten",4.0,4.0,164 m²,"3,98 M"
25957,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-graha-raya-cluster-gardenia-loka-bintaro-tangerang-selatan-oleh-dwidadi-sugito-21317929,"Cluster Gardenia Lokas Graha Raya Tangsel, Bintaro, Tangerang Selatan, Banten",5.0,4.0,150 m²,"1,85 M"
21238,https://www.rumah.com/listing-properti/dijual-rumah-tinggal-oleh-denny-19529656,"The Green BSD, BSD, Tangerang Selatan, Banten",3.0,3.0,153 m²,"3,8 M"
5864,https://www.rumah.com/listing-properti/dijual-dijual-rumah-rapi-nusaloka-bsd-city-oleh-nany-sutikno-21303069,"BSD, Tangerang Selatan, Banten",4.0,2.0,170 m²,3 M
11063,https://www.rumah.com/listing-properti/dijual-rumah-cluster-orchid-garden-tangerang-selatan-oleh-andri-saerang-21242811,"JL H. Saleh, Pamulang, Tangerang Selatan, Banten",2.0,1.0,42 m²,750 jt
10500,https://www.rumah.com/listing-properti/dijual-jombang-bintaro-tangerang-selatan-oleh-nitra-soedono-21234480,"jalan Pondok Pucung Jombang  Bintaro, Bintaro, Tangerang Selatan, Banten",5.0,3.0,180 m²,"1,5 M"
11297,https://www.rumah.com/listing-properti/dijual-rumah-tingkat-di-emerald-bintaro-oleh-rahma-21494707,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,300 m²,"4,25 M"
25622,https://www.rumah.com/listing-properti/dijual-allegria-bsd-oleh-mellisa-susanto-20492997,"BSD, Tangerang Selatan, Banten",3.0,2.0,110 m²,2 M
26683,https://www.rumah.com/listing-properti/dijual-rumah-second-di-pondok-cabe-oleh-imelda-20067338,"Pondok Cabe, Pamulang, Tangerang Selatan, Banten",8.0,3.0,350 m²,6 M
7227,https://www.rumah.com/listing-properti/dijual-alam-sutera-cluster-aurora-oleh-ribka-21610092,"Alam Sutera, Tangerang Selatan, Banten",4.0,4.0,400 m²,"9,3 M"
5466,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-di-vanya-park-bsd-oleh-sally-21807251,"BSD, Tangerang Selatan, Banten",2.0,2.0,78 m²,"1,55 M"
3727,https://www.rumah.com/listing-properti/dijual-pamulang-oleh-irwan-20710735,"Pamulang, Tangerang Selatan, Banten",2.0,1.0,45 m²,575 jt
19013,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-sektor-6-gading-serpong-oleh-maria-21693492,"Gading Serpong kelapa dua Tangerang Selatan, Gading Serpong, Tangerang Selatan, Banten",3.0,2.0,75 m²,"1,45 M"
3956,https://www.rumah.com/listing-properti/dijual-rumah-baru-di-bintaro-tangerang-selatan-oleh-yanna-alwi-21810796,"Bintaro, Tangerang Selatan, Banten",4.0,4.0,348 m²,"7,85 M"
19184,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-bukit-indah-serua-dekat-kantor-walikota-tangerang-selatan-bukit-indah-serua-ciputat-oleh-sonya-20722474,"Jalan Bukit Indah, Ciputat, Tangerang Selatan, Banten",3.0,3.0,170 m²,"1,8 M"
27550,https://www.rumah.com/listing-properti/dijual-rumah-jurang-mangu-pondok-aren-oleh-andimas-kurnianda-21601974,"Pondok Aren, Tangerang Selatan, Banten",10.0,10.0,400 m²,3 M
3412,https://www.rumah.com/listing-properti/dijual-hanya-600-jt-an-hunian-2-lantai-oleh-rae-21570223,"jl.benda 11,Pamulang 2,tangsel, Ciputat Timur, Tangerang Selatan, Banten",3.0,2.0,50 m²,"645,000008 jt"
11133,https://www.rumah.com/listing-properti/dijual-jl-rajawali-bintaro-sektor-9-oleh-andri-saerang-21211736,"JL Rajawali, Bintaro, Tangerang Selatan, Banten",2.0,2.0,70 m²,"1,7 M"
4048,https://www.rumah.com/listing-properti/dijual-rumah-milenial-dalam-cluster-di-serpong-lokasi-strategis-oleh-agus-priyatna-21810154,"Jl. Puspiptek Raya - Setu Tangerang selatan, Setu, Tangerang Selatan, Banten",2.0,1.0,36 m²,498 jt
28979,https://www.rumah.com/listing-properti/dijual-dijual-cluster-flamingo-carribean-yang-sangat-nyaman-untuk-tinggal-tempat-akses-strategis-oleh-gaspro-21583111,"Cihuni,  Pagedangan, Tangerang, Banten 15332, Serpong Utara, Tangerang Selatan, Banten",3.0,3.0,132 m²,"2,94 M"
21770,https://www.rumah.com/listing-properti/dijual-rumah-sabia-nusaloka-bsd-oleh-yoehanes-kurniawan-21516092,"BSD, Tangerang Selatan, Banten",2.0,2.0,64 m²,"1,65 M"
8280,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-8-river-park-oleh-sarah-20748202,"River Park Bintaro Jaya sektor 8, Bintaro, Tangerang Selatan, Banten",3.0,2.0,200 m²,"3,5 M"
10509,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-gading-serpong-gssc0003-tesla-summarecon-serpong-oleh-jennifer-20573984,"Serpong, Tangerang Selatan, Banten",3.0,2.0,100 m²,2 M
11131,https://www.rumah.com/listing-properti/dijual-jl-cut-nyak-dien-sektor-7-bintaro-oleh-andri-saerang-21211894,"JL Cut Nyak Dien, Bintaro, Tangerang Selatan, Banten",4.0,4.0,275 m²,7 M
20573,https://www.rumah.com/listing-properti/dijual-ijual-rumah-2-5-lantai-yang-asri-nyaman-posisi-di-hook-6288-ks-oleh-kusno-waluyo-20891541,"Pamulang, Tangerang Selatan, Banten",10.0,3.0,350 m²,"3,5 M"
14732,https://www.rumah.com/listing-properti/dijual-serpong-rawabuntu-kota-tangerang-selatan-oleh-zatu-shabrina-badlyn-21669777,"kencana loka sektor 12 blok E6 No. 28, rawabuntu, Serpong, Tangerang Selatan, Banten",3.0,2.0,76 m²,"1,95 M"
2691,https://www.rumah.com/listing-properti/dijual-emerald-bintaro-jaya-sektor-9-oleh-endang-kumalasari-21816653,"Emerald Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",5.0,4.0,170 m²,"3,4 M"
15373,https://www.rumah.com/listing-properti/dijual-magnolia-gading-serpong-oleh-cynthia-20550536,"Gading Serpong Tangerang Selatan, Gading Serpong, Tangerang Selatan, Banten",5.0,4.0,130 m²,"2,9 M"
15174,https://www.rumah.com/listing-properti/dijual-rumah-ready-dekat-mrt-lebak-bulus-oleh-m-frianda-20191472,"Jalan Kesatriaan No. 99 Mabad Rempoa, Ciputat Timur, Tangerang Selatan, Banten",4.0,3.0,166 m²,3 M
28585,https://www.rumah.com/listing-properti/dijual-bintaro-terrace-2-oleh-wanty-s-18377430,"Bintaro terrace 2, Pondok Aren, Tangerang Selatan, Banten",4.0,3.0,113 m²,"1,65 M"
28780,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cluster-agnesi-raya-gading-serpong-oleh-sanny-sansan-19400061,"Gading Serpong, Tangerang Selatan, Banten",3.0,3.0,90 m²,"1,95 M"
8731,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-cluster-lancewood-l10x22-full-furnish-navapark-bsd-city-unit-langka-oleh-dadih-yo-21720373,"Cluster Lancewood Navapark BSD City, BSD, Tangerang Selatan, Banten",3.0,3.0,285 m²,"8,7 M"
29113,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-kondisi-baru-di-permata-bintaro-jaya-fn-9967-m-oleh-shanty-21585385,"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",4.0,3.0,110 m²,"1,75 M"
13241,https://www.rumah.com/listing-properti/dijual-bintaro-d-lavia-residence-mulai-600jutaan-dekat-stasiun-tol-bintaro-oleh-tria-ananda-21748623,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,55 m²,"600,000079 jt"
5690,https://www.rumah.com/listing-properti/dijual-rumah-second-termurah-graha-buana-residance-oleh-taofik-muliadi-20002705,"jl jurang mangu barat pd aren tangsel, Bintaro, Tangerang Selatan, Banten",4.0,3.0,72 m²,1 M
20089,https://www.rumah.com/listing-properti/dijual-bintaro-oleh-muhammad-nur-21683633,"Bintaro Jaya Sektor 3, Bintaro, Tangerang Selatan, Banten",6.0,4.0,210 m²,"3,3 M"
9613,https://www.rumah.com/listing-properti/dijual-pesona-remboelan-oleh-okky-susanto-18203142,"Lippo Karawaci, Serpong, Tangerang Selatan, Banten",3.0,2.0,66 m²,"1,2 M"
26125,https://www.rumah.com/listing-properti/dijual-sutera-winona-oleh-willy-20847162,"Jl. Alam Utama, RT.002/RW.003, Pakualam, Serpong Utara, Tangerang Selatan, Banten",5.0,6.0,277 m²,"6,667 M"
21213,https://www.rumah.com/listing-properti/dijual-permata-bintaro-oleh-siti-komariah-18820324,"Permata Bintaro, Bintaro, Tangerang Selatan, Banten",4.0,4.0,240 m²,"3,1 M"
5550,https://www.rumah.com/listing-properti/dijual-rumah-sektor-7a-gading-serpong-tangerang-banten-oleh-yenny-21697008,"Sektor 7A, Serpong, Tangerang Selatan, Banten",5.0,2.0,160 m²,"1,4 M"
17615,https://www.rumah.com/listing-properti/dijual-discovery-bintaro-oleh-wanty-s-19597904,"Bintaro, Tangerang Selatan, Banten",3.0,3.0,101 m²,"2,75 M"
8407,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-sudah-furnish-di-serpong-green-park-1-oleh-felicia-caroline-21790542,"Ciputat, Tangerang Selatan, Banten",3.0,3.0,120 m²,"1,46 M"
3097,https://www.rumah.com/listing-properti/dijual-perumahan-dekat-dengan-bsd-the-view-oleh-eky-21730262,"Jl Jombang Sudimara, Bintaro, Tangerang Selatan, BSD, Tangerang Selatan, Banten",2.0,2.0,72 m²,950 jt
15958,https://www.rumah.com/listing-properti/dijual-rumah-murah-dijual-di-discovery-bintaro-jaya-oleh-ika-indayanti-21724631,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,250 m²,"4,4 M"
6996,https://www.rumah.com/listing-properti/dijual-discovery-bintaro-oleh-gito-20043937,"Discovery Bintaro , Sektor 9 , BIntaro Jaya, Bintaro, Tangerang Selatan, Banten",5.0,4.0,120 m²,"2,85 M"
1172,https://www.rumah.com/listing-properti/dijual-rumah-mewah-konsep-jepang-the-zora-new-cluster-oleh-chandra-retyawan-20725374,"BSD, Tangerang Selatan, Banten",4.0,4.0,358 m²,"10,5 M"
27551,https://www.rumah.com/listing-properti/dijual-4-bedrooms-rumah-serpong-utara-tangerang-selatan-banten-oleh-irma-gunawan-19302522,"Serpong Utara, Tangerang Selatan, Banten",4.0,2.0,300 m²,18 M
10938,https://www.rumah.com/listing-properti/dijual-dijual-rumah-hoek-siap-huni-dalam-perumahan-bintaro-jaya-sektor-3-tangerang-selatan-oleh-melda-dahmin-21766594,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,200 m²,3 M
9916,https://www.rumah.com/listing-properti/dijual-synthesis-homes-oleh-oskar-siallagan-16871639,"Ciputat Timur, Tangerang Selatan, Banten",3.0,2.0,87 m²,"1,9 M"
6592,https://www.rumah.com/listing-properti/dijual-dijual-rumah-regensi-melati-mas-siap-huni-oleh-joseph-21795454,"Serpong, Tangerang Selatan, Banten",2.0,1.0,42 m²,825 jt
9986,https://www.rumah.com/listing-properti/dijual-rumah-lebar-8-2m-oleh-jason-adi-18569642,"SUTERA FERONIAA, Alam Sutera, Tangerang Selatan, Banten",3.0,2.0,110 m²,"2,5 M"
801,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-bukit-menteng-bintaro-jaya-sektor-7-oleh-edwin-bright-21823036,"Bintaro, Tangerang Selatan, Banten",7.0,6.0,900 m²,"17,5 M"
26717,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-oleh-vivi-siregar-21621288,"Puri Bintaro, Bintaro, Tangerang Selatan, Banten",4.0,4.0,260 m²,"4,3 M"
29128,https://www.rumah.com/listing-properti/dijual-rumah-nyaman-lapang-dan-modern-di-ciputat-oleh-teguh-eri-wibowo-21352372,"Ciputat, Tangerang Selatan, Banten",3.0,3.0,125 m²,"1,67 M"
3540,https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-layak-huni-di-tangerang-selatan-oleh-nunik-indah-sulistiyani-17113414,"Jalan Raya KH Wahid Hasyim, Pondok Aren, Tangerang Selatan, Banten",3.0,4.0,192 m²,"1,55 M"
