,url,location,bed,bath,area,price
3324,https://www.rumah.com/listing-properti/dijual-bsd-city-kencana-loka-sektor-12-oleh-barzan-effendi-20227366,"jl.Kereta Kencana 5, Serpong, Tangerang Selatan, Banten",4.0,2.0,110 m²,"1,8 M"
24079,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-cikini-bintaro-jaya-sektor-7-di-jln-utama-tangerang-selatan-oleh-titin-zae-20525369,"Bintaro, Tangerang Selatan, Banten",5.0,7.0,300 m²,"13,5 M"
17605,https://www.rumah.com/listing-properti/dijual-hunian-nyaman-dan-terawat-dalam-cluster-di-ciputat-am-6864-ry-oleh-ade-muliana-21707540,"Rempoa, Ciputat, Ciputat, Tangerang Selatan, Banten",3.0,3.0,161 m²,"2,7 M"
23626,https://www.rumah.com/listing-properti/dijual-laurel-oleh-anton-kvr-19200355,"Jln Laurel Navapark, BSD, Tangerang Selatan, Banten",3.0,4.0,400 m²,12 M
19640,https://www.rumah.com/listing-properti/dijual-rumah-baru-dan-cantik-siap-huni-di-nusaloka-bsd-oleh-ratih-widowati-21687492,"BSD, Tangerang Selatan, Banten",4.0,3.0,240 m²,"2,95 M"
1463,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-oleh-ambar-21775894,"Bintaro sektor 3 jalan camar, Bintaro, Tangerang Selatan, Banten",3.0,3.0,250 m²,"4,9 M"
11370,https://www.rumah.com/listing-properti/dijual-hunian-alam-buaran-2-dekat-dengan-stasiun-rawabuntu-oleh-novera-pratiwi-21193692,"Jl. Kemang Buaran Kec. Serpong, Serpong, Tangerang Selatan, Banten",2.0,1.0,55 m²,748 jt
28953,https://www.rumah.com/listing-properti/dijual-nykka-at-alam-sutera-narada-pakulonan-kec-serpong-utara-kota-tangerang-selatan-oleh-retno-adiningtyas-21587012,"Nykka at Alam Sutera Narada kota Tangerang Selatan, Alam Sutera, Tangerang Selatan, Banten",5.0,4.0,176 m²,"4,961 M"
5630,https://www.rumah.com/listing-properti/dijual-nego-rumah-permata-bintaro-baru-semi-furnished-oleh-titi-21314516,"Bintaro, Tangerang Selatan, Banten",4.0,3.0,130 m²,2 M
22854,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-modern-di-damai-indah-golf-bsd-oleh-yadi-20247244,"Damai Indah Golf, BSD, Tangerang Selatan, Banten",5.0,3.0,450 m²,"19,5 M"
16882,https://www.rumah.com/listing-properti/dijual-rumah-di-jalan-rajawali-2-bintaro-jaya-oleh-ratih-shinta-wardhani-20731975,"Bintaro, Tangerang Selatan, Banten",4.0,3.0,120 m²,2 M
14891,https://www.rumah.com/listing-properti/dijual-the-green-cluster-vineyard-oleh-vanie-19954267,"The Green, Serpong, Tangerang Selatan, Banten",3.0,2.0,125 m²,"2,1 M"
16986,https://www.rumah.com/listing-properti/dijual-cikini-bintaro-oleh-prihantoro-17073146,"Bintaro, Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",6.0,3.0,800 m²,14 M
17180,https://www.rumah.com/listing-properti/dijual-discovery-alton-pondok-aren-oleh-dwi-rimayanti-20913387,"Jl. Gg. Sumber Benin, Pondok Aren, Tangerang Selatan, Banten",4.0,4.0,126 m²,"4,491 M"
14070,https://www.rumah.com/listing-properti/dijual-hunian-2-lantai-3kt-termurah-minimalis-modern-startegis-di-pusat-bsd-oleh-lastari-21713608,"jl al husainy dekat polres tangsel bsd, Bintaro, Tangerang Selatan, Banten",3.0,2.0,45 m²,"659,999999 jt"
15238,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-interior-cantik-harga-menarik-di-sektor-7-7226-dz-oleh-roni-21730561,"Bintaro Jaya Sektor 7, Bintaro, Tangerang Selatan, Banten",5.0,3.0,344 m²,"3,85 M"
9361,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-cantik-mewah-posisi-hook-modern-di-bintaro-sektor-8-oleh-kartika-21245619,"Bintaro Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",4.0,5.0,400 m²,"5,9 M"
26876,https://www.rumah.com/listing-properti/dijual-rumah-di-graha-raya-cluster-carisa-oleh-albert-day-20571537,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,80 m²,"1,65 M"
14296,https://www.rumah.com/listing-properti/dijual-rumah-dijual-bintaro-sektor-7-bintaro-jakarta-selatan-rumah-murah-free-furniture-oleh-chandra-haris-trainer-rumah-com-20957994,"jalan bintaro raya, Bintaro, Tangerang Selatan, Banten",2.0,3.0,300 m²,"2,5 M"
26901,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-oleh-vivi-siregar-21576212,"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",3.0,3.0,300 m²,"4,2 M"
19268,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-9-taman-puri-bintaro-oleh-ari-achmad-qussyairi-21393998,"Jl Bintaro Jaya Sektor 9 -Taman Puri Bintaro, Bintaro, Tangerang Selatan, Banten",2.0,2.0,90 m²,900 jt
13217,https://www.rumah.com/listing-properti/dijual-parigi-baru-pondok-aren-tangerang-selatan-oleh-dadang-rosniandar-dadang-drd-20658326,"jln pertanian, Pondok Aren, Tangerang Selatan, Banten",3.0,2.0,200 m²,"1,38 M"
20127,https://www.rumah.com/listing-properti/dijual-cikini-bintaro-oleh-ika-indayanti-21346969,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,400 m²,"7,5 M"
5711,https://www.rumah.com/listing-properti/dijual-rumah-cantik-di-bintaro-one-gate-system-lingkungan-nyaman-oleh-poppy-julianti-21235520,"Bintaro, Tangerang Selatan, Banten",3.0,3.0,203 m²,5 M
23377,https://www.rumah.com/listing-properti/dijual-rumah-di-graha-raya-carissa-tangerang-selatan-lt-108m2-11-oleh-nia-utania-21649000,"Bintaro, Tangerang Selatan, Banten",2.0,1.0,90 m²,"1,7 M"
23913,https://www.rumah.com/listing-properti/dijual-de-savana-rumah-townhouse-cirendeu-tangsel-dekat-lb-bulus-oleh-syams-arrad-20075409,"Jl. Gelagah Dalam, Ciputat Timur, Tangerang Selatan, Banten",3.0,2.0,115 m²,"1,65 M"
19746,https://www.rumah.com/listing-properti/dijual-casa-residence-bintaro-tangerang-selatan-oleh-suyatno-19700283,"jl.amd v no.70B, sawah lama- ciputat, Bintaro, Tangerang Selatan, Banten",2.0,1.0,37 m²,760 jt
6531,https://www.rumah.com/listing-properti/dijual-vila-dago-pamulang-oleh-yani-mulyani-20021387,"Pamulang, Tangerang Selatan, Banten",2.0,2.0,60 m²,"1,3 M"
9970,https://www.rumah.com/listing-properti/dijual-rumah-bintaro-jaya-sektor-5-pisok-oleh-wanwan-21773892,"Jl Pisok Bintaro Jaya Sektor 5, Bintaro, Tangerang Selatan, Banten",3.0,3.0,500 m²,3 M
26355,https://www.rumah.com/listing-properti/dijual-hunian-hook-jurangmangu-oleh-suci-wulandari-21627916,"Jurang Mangu Barat, Kec. Pd. Aren, Pondok Aren, Tangerang Selatan, Banten",5.0,3.0,300 m²,"1,75 M"
21133,https://www.rumah.com/listing-properti/dijual-rumah-modern-interior-minimalis-di-discovery-eola-bintaro-sc-10166-oleh-gabie-21673449,"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",4.0,3.0,165 m²,"3,85 M"
10860,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-di-strozzi-at-symphonia-gading-serpong-oleh-ari-kurniawan-sepriansyah-21765060,"gading serpong, Pamulang, Tangerang Selatan, Banten",3.0,2.0,92 m²,"2,4 M"
27488,https://www.rumah.com/listing-properti/dijual-gading-serpong-sektor-7c-napoli-oleh-christina-21432742,"Sektor 7C napoli gading serpong, Gading Serpong, Tangerang Selatan, Banten",4.0,3.0,121 m²,"2,35 M"
22203,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lantai-siap-huni-di-pondok-ranji-ciputat-oleh-azhar-mohammad-21662124,"Pondok Ranji, Ciputat, Ciputat, Tangerang Selatan, Banten",5.0,3.0,450 m²,"3,5 M"
19392,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-minimalis-di-serpong-park-sp00013-oleh-jennifer-20573920,"Serpong, Tangerang Selatan, Banten",2.0,2.0,60 m²,900 jt
27629,https://www.rumah.com/listing-properti/dijual-aerra-at-eonna-cicil-tanpa-dp-lokasi-dekat-mall-pintu-tol-dan-stasiun-oleh-ari-kurniawan-sepriansyah-21600732,"Cicalengka, Kabupaten Tangerang, Banten, Serpong, Tangerang Selatan, Banten",4.0,5.0,192 m²,"4,72 M"
682,https://www.rumah.com/listing-properti/dijual-bintaro-oleh-arif-21219877,"Bintaro jaya, Bintaro, Tangerang Selatan, Banten",3.0,2.0,90 m²,"1,25 M"
2896,https://www.rumah.com/listing-properti/dijual-dijual-rumah-bagus-siap-huni-graha-bintaro-oleh-achong-21314643,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,80 m²,"1,75 M"
15894,https://www.rumah.com/listing-properti/dijual-rumah-hook-brand-new-depan-taman-di-discovery-bintaro-jaya-sektor-9-oleh-endang-kumalasari-21716221,"Bintaro, Tangerang Selatan, Banten",5.0,5.0,265 m²,"6,85 M"
18714,https://www.rumah.com/listing-properti/dijual-cajuputi-de-park-bsd-oleh-stella-fidelia-19428912,"BSD, Tangerang Selatan, Banten",5.0,5.0,400 m²,8 M
15099,https://www.rumah.com/listing-properti/dijual-rumah-didalam-cluster-elite-di-bsd-di-bawah-1m-free-biaya-biaya-samping-jalan-utama-bsd-dekat-stasiu-oleh-akbari-ghani-azis-21716751,"Bsd, Serpong, tangsel dekat stasiun rawa buntu, Gading Serpong, Tangerang Selatan, Banten",3.0,2.0,55 m²,900 jt
2798,https://www.rumah.com/listing-properti/dijual-rumah-modern-dalam-cluster-bagus-di-bintaro-oleh-ronny-lantang-21303949,"Bintaro, Tangerang Selatan, Banten",4.0,4.0,162 m²,"5,25 M"
1521,https://www.rumah.com/listing-properti/dijual-rumah-3-lantai-hook-desain-megah-di-sektor-2-bintaro-jaya-10586-rn-oleh-fanta-r-tan-21821395,"bintaro sektor 2, Bintaro, Tangerang Selatan, Banten",3.0,5.0,1173 m²,9 M
6432,https://www.rumah.com/listing-properti/dijual-rumah-3-kamar-tidur-tol-serpong-tanpa-dp-bayar-10-juta-langsung-akad-oleh-imannudin-20270444,"Ciputat Timur, Tangerang Selatan, Banten",3.0,2.0,61 m²,680 jt
23955,https://www.rumah.com/listing-properti/dijual-pondok-cabe-oleh-heni-riani-susanti-21641508,"Pondok cabe, Ciputat Timur, Tangerang Selatan, Banten",3.0,3.0,120 m²,"1,6 M"
22280,https://www.rumah.com/listing-properti/dijual-rumah-1-lantai-jalan-akses-lebar-di-rajawali-sektor-9-bintar-10259hr-oleh-fanta-r-tan-21661578,"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2.0,2.0,75 m²,"2,3 M"
13589,https://www.rumah.com/listing-properti/dijual-tanah-luas-harga-murah-selangkah-ke-bsd-tanpa-bi-cheking-oleh-rini-herdiyani-20777297,"Jl raya Serpong, Serpong, Tangerang Selatan, Banten",,,45 m²,400 jt
15547,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-siap-huni-alam-sutera-oleh-nathalia-tunggawidjaja-21483334,"Alam Sutera, Tangerang Selatan, Banten",4.0,2.0,150 m²,"2,6 M"
1262,https://www.rumah.com/listing-properti/dijual-fresco-gading-serpong-oleh-sugiarto-ang-21562799,"BSD, Tangerang Selatan, Banten",2.0,2.0,53 m²,1 M
11709,https://www.rumah.com/listing-properti/dijual-bsd-city-golden-vienna-oleh-yunia-rasidin-21718784,"Serpong, Tangerang Selatan, Banten",3.0,3.0,200 m²,"2,7 M"
26381,https://www.rumah.com/listing-properti/dijual-dijual-rumah-brandnews-di-sektor-9-bintaro-jaya-oleh-gito-20202839,"Sektor 9 , Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",4.0,3.0,150 m²,"2,45 M"
23731,https://www.rumah.com/listing-properti/dijual-villa-melati-mas-serpong-oleh-marthawati-setyowati-20944464,"Serpong Tangerang Selatan, Serpong, Tangerang Selatan, Banten",4.0,4.0,120 m²,2 M
28699,https://www.rumah.com/listing-properti/dijual-de-latinos-cluster-de-rio-dekat-tol-rumah-baru-oleh-retno-adiningtyas-19886356,"De Latinos kel. Rawa Buntu kec. Serpong, BSD, Tangerang Selatan, Banten",5.0,4.0,360 m²,"5,2 M"
28678,https://www.rumah.com/listing-properti/dijual-rumah-kost-kostan-di-ciputat-depan-rumah-sakit-ciputat-oleh-gatot-saharso-17600703,"jln raya ciputat pamulang tangerang selatan, Ciputat Timur, Tangerang Selatan, Banten",10.0,10.0,450 m²,20 M
1301,https://www.rumah.com/listing-properti/dijual-mahogany-bintaro-jaya-oleh-fajar-triadi-20285857,"Mahogany, Pondok Aren, Tangerang Selatan, Banten",3.0,3.0,98 m²,2 M
3013,https://www.rumah.com/listing-properti/dijual-puri-madani-2-pondok-cabe-oleh-ardian-21453992,"Jl. Griya Mulatama, Pamulang, Tangerang Selatan, Banten",3.0,3.0,115 m²,"1,75 M"
28001,https://www.rumah.com/listing-properti/dijual-lancewood-llakewood-navapark-7m-negoo-oleh-jason-adi-20566334,"BSD, Tangerang Selatan, Banten",6.0,5.0,377 m²,"7,7 M"
3713,https://www.rumah.com/listing-properti/dijual-rumah-dijual-cepat-aman-nyaman-siap-huni-di-pondok-ranji-harga-nego-abis-oleh-handiyono-sunandjaja-21811862,"Bintaro, Tangerang Selatan, Banten",5.0,4.0,250 m²,3 M
2005,https://www.rumah.com/listing-properti/dijual-dijual-rumah-atap-putih-model-rumah-unik-pondok-aren-tangsel-oleh-rini-wulandari-20140532,"jalan pln, Pondok Aren, Tangerang Selatan, Banten",4.0,4.0,187 m²,"2,5 M"
19999,https://www.rumah.com/listing-properti/dijual-dijual-rumah-minimalis-siap-huni-lokasi-aman-nyaman-dan-strategis-di-nusaloka-14-6-bsd-city-tangse-oleh-asep-andri-santoso-21684558,"NUSA LOKA BSD CITY - TANGERANG SELATAN, Serpong, Tangerang Selatan, Banten",3.0,2.0,120 m²,"1,30000001 M"
2244,https://www.rumah.com/listing-properti/dijual-rumah-new-atlanta-village-gading-serpong-oleh-richard-allan-21684041,"Jalan Kelapa Dua Gading Serpong Tangerang, Gading Serpong, Tangerang Selatan, Banten",2.0,2.0,82 m²,"2,1588 M"
29259,https://www.rumah.com/listing-properti/dijual-rumah-di-cimandiri-jl-cimandiri-i-oleh-suharko-19771762,"Pondok Aren, Tangerang Selatan, Banten",5.0,4.0,275 m²,4 M
16517,https://www.rumah.com/listing-properti/dijual-dijual-rumah-bagus-di-cucur-bintaro-sektor-4-oleh-amalia-21508111,"Bintaro, Tangerang Selatan, Banten",4.0,2.0,150 m²,"1,75 M"
23129,https://www.rumah.com/listing-properti/dijual-tabebuya-bsd-oleh-aris-21652292,"Jl. Lengkong Kulon, Pagedangan, Tangerang Selatan, Banten, Pagedangan, Tangerang Selatan, Banten",3.0,2.0,68 m²,"1,6 M"
10119,https://www.rumah.com/listing-properti/dijual-the-icon-bsd-tangsel-oleh-noryke-irma-20854152,"EASTERN COSMO, THE ICON, BSD, Tangerang Selatan, Banten",4.0,4.0,128 m²,"2,25 M"
19166,https://www.rumah.com/listing-properti/dijual-bintaro-tangerang-selatan-oleh-meliana-21692613,"Kebayoran residence, bintaro jaya, Bintaro, Tangerang Selatan, Banten",6.0,7.0,300 m²,"14,5 M"
4173,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-hoek-hunian-nyaman-di-cluster-area-bintaro-oleh-vita-21808992,"Bintaro, Tangerang Selatan, Banten",4.0,4.0,100 m²,"1,55 M"
3832,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cluster-di-jurangmangu-bintaro-sektor-9-tangerang-selatan-oleh-artha-20864788,"Jurangmangu Bintaro Sektor 9, Pondok Aren, Tangerang Selatan, Banten",2.0,2.0,53 m²,"1,15 M"
577,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-siap-huni-di-permata-extention-bintaro-sc10873-m-oleh-shanty-suntea-21824072,"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",3.0,3.0,150 m²,"2,6 M"
27133,https://www.rumah.com/listing-properti/dijual-rumah-2-lantai-harga-di-mulai-dari-300jt-an-lokasi-dekat-bsd-oleh-faeyza-razka-maliq-20692595,"JLAN INTAN 1 CIDOKOM GUNUNG SINDUR, Pamulang, Tangerang Selatan, Banten",2.0,1.0,36 m²,349 jt
28779,https://www.rumah.com/listing-properti/dijual-gading-serpong-atlanta-oleh-sanny-sansan-17706733,"Gading Serpong, Tangerang Selatan, Banten",3.0,3.0,113 m²,"1,9 M"
28116,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-griya-loka-bsd-city-tangerang-selatan-banten-oleh-sally-20507250,"Jl. Griya Loka Raya, Kec. Serpong, Serpong, Tangerang Selatan, Banten",4.0,5.0,375 m²,"2,75 M"
25888,https://www.rumah.com/listing-properti/dijual-bukit-nusa-indah-oleh-darmadi-20547623,"Aria Putra, Ciputat, Tangerang Selatan, Banten",3.0,2.0,80 m²,850 jt
28215,https://www.rumah.com/listing-properti/dijual-rumah-dijual-di-ciputat-tangerang-selatan-9517-oleh-teddy-alfiansyah-21590383,"Ciputat, Tangerang Selatan, Banten",4.0,2.0,210 m²,2 M
27639,https://www.rumah.com/listing-properti/dijual-hemat-500-juta-rumah-cantik-posisi-hook-di-emerald-sektor-9-hr-7334-oleh-gebie-21297290,"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",4.0,4.0,234 m²,5 M
20796,https://www.rumah.com/listing-properti/dijual-rumah-asri-1-lantai-kondisi-cantik-dan-terawat-fn-3854-ry-oleh-shanty-suntea-21676647,"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",3.0,3.0,150 m²,"2,65 M"
11780,https://www.rumah.com/listing-properti/dijual-grand-bintaro-asri-oleh-dini-21230261,"Ciputat, Tangerang Selatan, Banten",3.0,2.0,66 m²,"1,399 M"
21065,https://www.rumah.com/listing-properti/dijual-the-avani-cluster-amarilla-oleh-dian-21159045,"Serpong, Tangerang Selatan, Banten",4.0,5.0,350 m²,"4,5 M"
23607,https://www.rumah.com/listing-properti/dijual-rumah-bagus-di-bsd-delatinos-bsd-tangsel-oleh-wita-waryuni-20622905,"BSD, Tangerang Selatan, Banten",4.0,3.0,250 m²,"2,99 M"
22230,https://www.rumah.com/listing-properti/dijual-graha-raya-bintaro-jaya-oleh-alia-nurfallah-20850392,"Jl graha raya bintaro jaya, Bintaro, Tangerang Selatan, Banten",4.0,3.0,150 m²,2 M
21525,https://www.rumah.com/listing-properti/dijual-bsd-oleh-muhammad-nur-21100679,"Delatinos bsd, BSD, Tangerang Selatan, Banten",5.0,6.0,328 m²,"5,5 M"
13729,https://www.rumah.com/listing-properti/dijual-dijual-rumah-tanpa-indent-serpong-lagoon-bisa-kpr-oleh-linda-rosalia-21745516,"Serpong Lagoon Cluster Pelican, BSD, Tangerang Selatan, Banten",2.0,2.0,59 m²,950 jt
16476,https://www.rumah.com/listing-properti/dijual-rumah-bebas-banjir-siap-huni-di-deplu-pondok-aren-oleh-amalia-21158096,"Pondok Aren, Tangerang Selatan, Banten",3.0,2.0,80 m²,"1,65 M"
24112,https://www.rumah.com/listing-properti/dijual-rumah-brandnew-modern-di-bintaro-jaya-sektor-9-6289-id-st-oleh-dartiani-agustina-r-se-20903490,"Pondok Aren, Tangerang Selatan, Banten",5.0,4.0,200 m²,"3,7 M"
27225,https://www.rumah.com/listing-properti/dijual-bintaro-oleh-heni-riani-susanti-21618241,"Pondok aren, Bintaro, Tangerang Selatan, Banten",2.0,1.0,45 m²,675 jt
25588,https://www.rumah.com/listing-properti/dijual-dijual-rumah-tabebuya-inspirahauz-bsd-city-oleh-nany-sutikno-21635811,"BSD, Tangerang Selatan, Banten",2.0,2.0,48 m²,"1,05 M"
23096,https://www.rumah.com/listing-properti/dijual-rumah-hook-di-cluster-discovery-bintaro-jaya-sektor-9-dd-st-oleh-heny-purwaningsih-19773471,"Discovery Bintaro sektor 9, Pondok Aren, Tangerang Selatan, Banten",5.0,4.0,155 m²,"4,5 M"
22831,https://www.rumah.com/listing-properti/dijual-dijual-rumah-mewah-cantik-siap-huni-sudah-renovasi-total-dideplu-tangsel-harga-murah-081259413999-oleh-laila-baharudin-16640827,"deplu tanggerang selatan, Pondok Aren, Tangerang Selatan, Banten",5.0,3.0,200 m²,"1,95 M"
29161,https://www.rumah.com/listing-properti/dijual-rumah-welton-direct-access-toll-jorr-lantai-marmer-dekat-city-zoo-oleh-antoni-21584708,"Serpong, Tangerang Selatan, Banten",2.0,2.0,118 m²,"2,5 M"
8490,https://www.rumah.com/listing-properti/dijual-strozzi-oleh-may-21684231,"Gading Serpong, Tangerang Selatan, Banten",5.0,3.0,161 m²,"2,4 M"
21470,https://www.rumah.com/listing-properti/dijual-gracia-residence-graha-raya-bintaro-oleh-poppy-yolanda-21372271,"Bintaro, Tangerang Selatan, Banten",5.0,3.0,220 m²,"3,5 M"
8256,https://www.rumah.com/listing-properti/dijual-alma-omaha-village-gading-serpong-oleh-rendra-21791548,"Omaha Village Gading Serpong, Serpong, Tangerang Selatan, Banten",3.0,3.0,102 m²,"2,6595 M"
2612,https://www.rumah.com/listing-properti/dijual-dijual-rumah-di-pamulang-dekat-stasiun-sudimara-oleh-haryo-regowo-21213909,"Jl H Rean Serua Pamulang, Pamulang, Tangerang Selatan, Banten",3.0,2.0,88 m²,900 jt
11193,https://www.rumah.com/listing-properti/dijual-rumah-baru-2-lantai-naraya-serpong-dekat-stasiun-krl-serpong-oleh-ruben-gunadi-21764053,"Naraya Serpong, Serpong, Tangerang Selatan, Banten",3.0,2.0,71 m²,"1,1 M"
28458,https://www.rumah.com/listing-properti/dijual-bintaro-jaya-sektor-7-oleh-siti-komariah-19405910,"Bintaro Jaya Sektor 7, Bintaro, Tangerang Selatan, Banten",4.0,3.0,250 m²,"6,25 M"
18848,https://www.rumah.com/listing-properti/dijual-rumah-strategis-nusa-loka-oleh-revina-21694896,"Nusa loka, BSD, Tangerang Selatan, Banten",,,95 m²,"1,6 M"
15310,https://www.rumah.com/listing-properti/dijual-rumah-mungil-bagus-bebas-banjir-minimalis-di-bintaro-oleh-winny-otto-17846661,"Beton, Pondok Aren, Tangerang Selatan, Banten",3.0,3.0,150 m²,"1,55 M"
28565,https://www.rumah.com/listing-properti/dijual-rumah-dijual-bintaro-sektor-9-maleo-9781-oleh-teddy-alfiansyah-21587916,"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",5.0,3.0,250 m²,"3,5 M"
27588,https://www.rumah.com/listing-properti/dijual-dijual-rumah-band-new-modern-eastern-cosmo-the-icon-bsd-city-oleh-eko-20674448,"eastern cosmo the icon bsd city, BSD, Tangerang Selatan, Banten",5.0,4.0,405 m²,"6,9 M"
3942,https://www.rumah.com/listing-properti/dijual-rumah-mewah-murah-asri-2-lantai-dekat-graha-raya-bintaro-oleh-adelina-21447063,"Bintaro, Tangerang Selatan, Banten",3.0,2.0,73 m²,"1,347 M"
3539,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-siap-huni-di-legoso-oleh-nunik-indah-sulistiyani-19381549,"Jalan Legoso Raya, Ciputat Timur, Tangerang Selatan, Banten",2.0,2.0,68 m²,"1,25 M"
13048,https://www.rumah.com/listing-properti/dijual-dijual-cepat-rumah-tinggal-kondisi-terawat-harga-murah-di-pondok-jurang-mangu-indah-pjmi-bintaro-oleh-vita-ramadhan-21262151,"Jl. Raya Ceger, Pondok Aren, Tangerang Selatan, Banten",5.0,2.0,120 m²,"1,29 M"
20066,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-nyaman-dekat-pasar-dan-stasiun-bintaro-oleh-damayanti-21683883,"Ciputat, Tangerang Selatan, Banten",2.0,2.0,74 m²,"1,6 M"
18966,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-tanpa-dp-cicilan-ringan-dekat-bsd-serpong-oleh-faizin-21161384,"Cidokom gunung sindur, BSD, Tangerang Selatan, Banten",2.0,1.0,40 m²,"2,1 jt"
25924,https://www.rumah.com/listing-properti/dijual-rumah-di-ciputat-tangerang-oleh-lucky-rimatanti-21631671,"Jl. Raya Bukit Sarua, Ciputat, Tangerang Selatan, Banten",3.0,2.0,120 m²,"2,5 M"
28925,https://www.rumah.com/listing-properti/dijual-rumah-murah-dalam-cluster-di-bintaro-oleh-tiur-21477208,"Bintaro, Tangerang Selatan, Banten",2.0,1.0,45 m²,550 jt
10068,https://www.rumah.com/listing-properti/dijual-graha-bintaro-oleh-dede-21488402,"Graha Bintaro, Bintaro, Tangerang Selatan, Banten",3.0,2.0,67 m²,"1,175 M"
8445,https://www.rumah.com/listing-properti/dijual-kencana-loka-bsd-tangsel-oleh-stella-fidelia-21790275,"BSD, Tangerang Selatan, Banten",3.0,2.0,180 m²,"2,85 M"
22139,https://www.rumah.com/listing-properti/dijual-rumah-mewah-dijual-di-kawasan-exclusive-strategis-pondok-hijau-golf-serpong-oleh-sonya-19649909,"Pondok Hijau Golf, Gading Serpong, BSD, Tangerang Selatan, Banten",5.0,5.0,744 m²,19 M
8726,https://www.rumah.com/listing-properti/dijual-rumah-siap-huni-sudah-furnish-di-villa-gardenia-serpong-oleh-felicia-caroline-21789107,"Pamulang, Tangerang Selatan, Banten",3.0,2.0,70 m²,990 jt
22849,https://www.rumah.com/listing-properti/dijual-dijual-rumah-2-lantai-hook-perlu-renovasi-akses-jalan-lebar-dan-strategis-di-sektor-9-sk-oleh-siti-komariah-20158257,"Jl. Elang, Pd. Pucung, Bintaro, Tangerang Selatan, Banten",5.0,4.0,200 m²,"3,8 M"
10765,https://www.rumah.com/listing-properti/dijual-rempoa-mabad-oleh-bilas-pambudi-20399512,"Mabad, Ciputat Timur, Tangerang Selatan, Banten",3.0,3.0,83 m²,850 jt
23745,https://www.rumah.com/listing-properti/dijual-anggrek-loka-graha-raya-bintaro-oleh-lilie-21255663,"Graha Raya Bintaro Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",3.0,2.0,159 m²,"2,3 M"
15127,https://www.rumah.com/listing-properti/dijual-dijual-rumah-best-price-2-lantai-di-river-park-bintaro-sc-10477-m-oleh-shanty-suntea-21732313,"bintaro sektor 8, Bintaro, Tangerang Selatan, Banten",3.0,3.0,155 m²,4 M
15343,https://www.rumah.com/listing-properti/dijual-regency-melati-mas-oleh-nurul-hidayati-20650801,"Serpong Utara, Tangerang Selatan, Banten",2.0,1.0,50 m²,875 jt
26366,https://www.rumah.com/listing-properti/dijual-rumah-cantik-2-lantai-modern-di-kebayoran-symphony-bintaro-10553-gb-oleh-fanta-r-tan-21627761,"Kebayoran Symphony Bintaro, Bintaro, Tangerang Selatan, Banten",4.0,3.0,264 m²,"7,5 M"
23663,https://www.rumah.com/listing-properti/dijual-dijual-catalina-gading-serpong-oleh-cinthia-20032721,"Gading Serpong, Tangerang Selatan, Banten",2.0,1.0,36 m²,750 jt
5669,https://www.rumah.com/listing-properti/dijual-cluster-samara-village-gading-serpong-tangsel-oleh-lina-noviarini-21806590,"Cluster Samara Village, Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",4.0,4.0,130 m²,"1,75 M"
8381,https://www.rumah.com/listing-properti/dijual-serpong-oleh-dimas-nugraha-21762685,"Jl raya Serpong, Serpong, Tangerang Selatan, Banten",2.0,1.0,40 m²,436 jt
23849,https://www.rumah.com/listing-properti/dijual-eonna-korean-town-cluster-aerra-bsd-oleh-suparman-21014325,"Jl Aerra Raya Eonna BSD, BSD, Tangerang Selatan, Banten",4.0,4.0,192 m²,"4,8 M"
